mosquito_species;male;fem_unfed;fem_fed;fem_gravid;total;collection_date;remarks;source
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;3;1;0;0;4;29/7/24;;
Others,Armigeres;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;7;1;0;0;8;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;1;0;0;1;27/7/24;;
Culex;9;19;4;0;32;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;2;3;0;0;5;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;2;0;0;0;2;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;27/7/24;;
Aedes Aegypti;0;0;0;0;0;27/7/24;;
Culex;6;0;0;0;6;27/7/24;;
Others;0;0;0;0;0;27/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;6;16;4;0;26;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;2;0;0;2;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;7;4;0;0;11;28/7/24;;
Others,Armigeres;0;2;0;0;2;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;0;0;0;0;0;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;4;1;0;0;5;28/7/24;;
Others;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;0;0;28/7/24;;
Aedes Aegypti;0;0;0;0;0;28/7/24;;
Culex;2;6;0;0;8;28/7/24;;
Others,Armigeres;0;0;0;0;0;28/7/24;;
Aedes Albopictus;0;0;0;1;1;14/7/24;;
Aedes Aegypti;0;2;0;0;2;14/7/24;;
Culex;7;11;6;0;24;14/7/24;;
Others;0;0;0;0;0;14/7/24;;
Aedes Albopictus;0;0;0;0;0;14/7/24;;
Aedes Aegypti;0;0;0;0;0;14/7/24;;
Culex;3;2;0;0;5;14/7/24;;
Others;0;0;0;0;0;14/7/24;;
Aedes Albopictus;0;0;0;0;0;14/7/24;;
Aedes Aegypti;3;2;0;0;5;14/7/24;;
Culex;4;3;0;0;7;14/7/24;;
Others;0;0;0;0;0;14/7/24;;
Aedes Albopictus;0;0;0;0;0;14/7/24;;
Aedes Aegypti;7;5;2;0;14;14/7/24;;
Culex;6;2;1;0;9;14/7/24;;
Others;0;0;0;0;0;14/7/24;;
Aedes Albopictus;0;0;0;0;0;14/7/24;;
Aedes Aegypti;2;0;0;0;2;14/7/24;;
Culex;2;0;0;0;2;14/7/24;;
Others;0;0;0;0;0;14/7/24;;
Aedes Albopictus;0;0;0;0;0;15/7/24;;
Aedes Aegypti;6;4;0;0;10;15/7/24;;
Culex;7;3;0;0;10;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;1;0;0;1;15/7/24;;
Aedes Aegypti;0;2;0;0;2;15/7/24;;
Culex;1;1;0;0;2;15/7/24;;
Others,Armigeres;0;1;0;0;1;15/7/24;;
Aedes Albopictus;0;2;0;0;2;15/7/24;;
Aedes Aegypti;0;1;0;0;1;15/7/24;;
Culex;3;0;1;0;4;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;2;0;0;2;15/7/24;;
Aedes Aegypti;7;7;0;0;14;15/7/24;;
Culex;6;2;1;0;9;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;0;0;0;0;15/7/24;;
Aedes Aegypti;0;1;0;0;1;15/7/24;;
Culex;3;0;1;0;4;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;1;0;0;1;8/7/24;;
Culex;4;6;0;0;10;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;3;0;0;0;3;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;2;0;0;0;2;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;0;6;0;0;6;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;8/7/24;;
Aedes Aegypti;0;0;0;0;0;8/7/24;;
Culex;3;0;0;0;3;8/7/24;;
Others;0;0;0;0;0;8/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;3;2;0;0;5;9/7/24;;
Culex;0;0;0;0;0;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;0;1;0;0;1;9/7/24;;
Culex;3;0;0;0;3;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;0;0;0;0;0;9/7/24;;
Culex;0;0;0;0;0;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;0;1;0;0;1;9/7/24;;
Culex;2;1;0;0;3;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;9/7/24;;
Aedes Aegypti;0;0;0;0;0;9/7/24;;
Culex;0;0;0;0;0;9/7/24;;
Others;0;0;0;0;0;9/7/24;;
Aedes Albopictus;0;0;0;0;0;15/7/24;;
Aedes Aegypti;0;0;0;1;1;15/7/24;;
Culex;21;27;6;0;54;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;1;1;0;0;2;15/7/24;;
Aedes Aegypti;0;0;0;0;0;15/7/24;;
Culex;0;1;0;0;1;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;0;0;0;0;15/7/24;;
Aedes Aegypti;0;0;0;0;0;15/7/24;;
Culex;0;2;0;0;2;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;0;0;0;0;15/7/24;;
Aedes Aegypti;0;0;0;0;0;15/7/24;;
Culex;109;21;2;0;132;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;2;0;0;2;15/7/24;;
Aedes Aegypti;0;2;0;2;4;15/7/24;;
Culex;15;7;11;0;33;15/7/24;;
Others;0;0;0;0;0;15/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;1;0;0;1;16/7/24;;
Culex;25;43;10;0;78;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;2;0;0;2;16/7/24;;
Culex;0;0;0;0;0;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;0;2;2;4;16/7/24;;
Culex;15;10;7;0;32;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;0;0;0;0;16/7/24;;
Culex;0;2;1;0;3;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;16/7/24;;
Aedes Aegypti;0;2;0;0;2;16/7/24;;
Culex;17;21;7;0;45;16/7/24;;
Others;0;0;0;0;0;16/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;1;0;0;0;1;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;0;0;0;0;0;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;3;4;0;0;7;3/7/24;;
Culex;0;1;0;1;2;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;3;2;1;0;6;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;2;2;0;0;4;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;4/7/24;;
Aedes Aegypti;0;0;1;0;1;4/7/24;;
Culex;1;1;0;0;2;4/7/24;;
Others;0;0;0;0;0;4/7/24;;
Aedes Albopictus;0;0;0;0;0;4/7/24;;
Aedes Aegypti;5;4;0;0;9;4/7/24;;
Culex;16;4;0;0;20;4/7/24;;
Others;0;0;0;0;0;4/7/24;;
Aedes Albopictus;0;0;0;0;0;4/7/24;;
Aedes Aegypti;7;2;0;0;9;4/7/24;;
Culex;3;1;0;0;4;4/7/24;;
Others;0;0;0;0;0;4/7/24;;
Aedes Albopictus;0;0;1;0;1;4/7/24;;
Aedes Aegypti;0;1;0;0;1;4/7/24;;
Culex;7;9;3;0;19;4/7/24;;
Others;0;0;0;0;0;4/7/24;;
Aedes Albopictus;0;0;0;0;0;4/7/24;;
Aedes Aegypti;0;0;0;0;0;4/7/24;;
Culex;2;0;1;0;3;4/7/24;;
Others;0;0;0;0;0;4/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;3;0;0;0;3;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;11;20;2;1;34;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;0;0;0;0;0;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;28;16;2;0;46;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;29/7/24;;
Aedes Aegypti;0;0;0;0;0;29/7/24;;
Culex;1;0;2;0;3;29/7/24;;
Others;0;0;0;0;0;29/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;0;2;0;0;2;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;4;24;1;0;29;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;0;1;1;0;2;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;39;26;6;2;73;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;0;0;0;0;0;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;126;71;16;0;213;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;0;0;0;0;0;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;58;12;6;8;84;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;5;36;0;0;41;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;30/7/24;;
Aedes Aegypti;0;0;0;0;0;30/7/24;;
Culex;4;17;0;2;23;30/7/24;;
Others;0;0;0;0;0;30/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;139;103;0;4;246;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;2;0;0;0;2;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;78;19;3;4;104;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;2;42;3;0;47;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;2;11;0;0;13;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;1;1;1;0;3;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;0;5;2;1;8;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;3;10;2;0;15;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;2;0;0;0;2;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;31/7/24;;
Aedes Aegypti;0;0;0;0;0;31/7/24;;
Culex;1;0;0;0;1;31/7/24;;
Others;0;0;0;0;0;31/7/24;;
Aedes Albopictus;0;0;0;0;0;1/8/24;;
Aedes Aegypti;0;0;0;0;0;1/8/24;;
Culex;2;0;0;0;2;1/8/24;;
Others;0;0;0;0;0;1/8/24;;
Aedes Albopictus;0;0;0;0;0;1/8/24;;
Aedes Aegypti;0;0;0;0;0;1/8/24;;
Culex;0;5;0;0;5;1/8/24;;
Others;0;0;0;0;0;1/8/24;;
Aedes Albopictus;0;0;0;0;0;1/8/24;;
Aedes Aegypti;0;0;0;0;0;1/8/24;;
Culex;4;3;0;0;7;1/8/24;;
Others;0;0;0;0;0;1/8/24;;
Aedes Albopictus;0;0;0;0;0;1/8/24;;
Aedes Aegypti;0;0;0;0;0;1/8/24;;
Culex;7;9;0;0;16;1/8/24;;
Others;0;0;0;0;0;1/8/24;;
Aedes Albopictus;0;0;0;0;0;1/8/24;;
Aedes Aegypti;0;0;0;0;0;1/8/24;;
Culex;20;6;0;0;26;1/8/24;;
Others;0;0;0;0;0;1/8/24;;
Aedes Albopictus;0;0;0;0;0;2/7/24;;
Aedes Aegypti;0;0;0;0;0;2/7/24;;
Culex;9;65;0;0;74;2/7/24;;
Others;0;0;0;0;0;2/7/24;;
Aedes Albopictus;0;0;0;0;0;2/7/24;;
Aedes Aegypti;0;0;0;0;0;2/7/24;;
Culex;31;42;5;0;78;2/7/24;;
Others;0;0;0;0;0;2/7/24;;
Aedes Albopictus;0;0;0;0;0;2/7/24;;
Aedes Aegypti;0;0;0;0;0;2/7/24;;
Culex;7;35;3;4;49;2/7/24;;
Others;0;0;0;0;0;2/7/24;;
Aedes Albopictus;0;0;0;0;0;2/7/24;;
Aedes Aegypti;0;0;0;0;0;2/7/24;;
Culex;2;0;1;0;3;2/7/24;;
Others;0;0;0;0;0;2/7/24;;
Aedes Albopictus;0;0;0;0;0;2/7/24;;
Aedes Aegypti;0;0;0;0;0;2/7/24;;
Culex;21;12;4;0;37;2/7/24;;
Others;0;0;0;0;0;2/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;12;89;0;0;101;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;45;229;30;16;320;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;4;105;3;2;114;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;11;19;2;0;32;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;3/7/24;;
Aedes Aegypti;0;0;0;0;0;3/7/24;;
Culex;42;21;1;0;64;3/7/24;;
Others;0;0;0;0;0;3/7/24;;
Aedes Albopictus;0;0;0;0;0;25/8/24;;
Aedes Aegypti;13;7;0;0;20;25/8/24;;
Culex;1;1;0;1;3;25/8/24;;
Others;0;0;0;0;0;25/8/24;;
Aedes Albopictus;0;0;0;0;0;25/8/24;;
Aedes Aegypti;0;0;0;0;0;25/8/24;;
Culex;0;0;0;0;0;25/8/24;;
Others;0;0;0;0;0;25/8/24;;
Aedes Albopictus;0;0;0;0;0;25/8/24;;
Aedes Aegypti;0;6;2;0;8;25/8/24;;
Culex;14;17;4;0;35;25/8/24;;
Others,Armigeres;0;1;0;0;1;25/8/24;;
Aedes Albopictus;0;0;0;0;0;25/8/24;;
Aedes Aegypti;11;15;1;2;29;25/8/24;;
Culex;0;0;0;0;0;25/8/24;;
Others;0;0;0;0;0;25/8/24;;
Aedes Albopictus;0;0;0;0;0;25/8/24;;
Aedes Aegypti;0;4;0;2;6;25/8/24;;
Culex;8;12;0;0;20;25/8/24;;
Others;0;0;0;0;0;25/8/24;;
Aedes Albopictus;0;0;0;0;0;26/8/24;;
Aedes Aegypti;17;6;1;0;24;26/8/24;;
Culex;0;0;0;0;0;26/8/24;;
Others;0;0;0;0;0;26/8/24;;
Aedes Albopictus;0;0;0;0;0;26/8/24;;
Aedes Aegypti;0;1;0;0;1;26/8/24;;
Culex;0;0;0;0;0;26/8/24;;
Others;0;0;0;0;0;26/8/24;;
Aedes Albopictus;0;0;0;0;0;26/8/24;;
Aedes Aegypti;0;3;0;0;3;26/8/24;;
Culex;21;39;2;0;62;26/8/24;;
Others;0;0;0;0;0;26/8/24;;
Aedes Albopictus;0;0;0;0;0;26/8/24;;
Aedes Aegypti;4;8;0;2;14;26/8/24;;
Culex;0;2;0;1;3;26/8/24;;
Others;0;0;0;0;0;26/8/24;;
Aedes Albopictus;0;0;0;0;0;26/8/24;;
Aedes Aegypti;1;0;0;0;1;26/8/24;;
Culex;6;3;0;0;9;26/8/24;;
Others;0;0;0;0;0;26/8/24;;
Aedes Albopictus;0;0;0;0;0;8/8/24;;
Aedes Aegypti;0;0;0;0;0;8/8/24;;
Culex;0;0;0;0;0;8/8/24;;
Others;0;0;0;0;0;8/8/24;;
Aedes Albopictus;0;0;0;0;0;8/8/24;;
Aedes Aegypti;0;1;0;0;1;8/8/24;;
Culex;27;92;8;2;129;8/8/24;;
Others;0;0;0;0;0;8/8/24;;
Aedes Albopictus;0;0;0;0;0;8/8/24;;
Aedes Aegypti;0;0;0;0;0;8/8/24;;
Culex;12;38;4;0;54;8/8/24;;
Others;0;0;0;0;0;8/8/24;;
Aedes Albopictus;0;0;0;0;0;8/8/24;;
Aedes Aegypti;0;0;0;0;0;8/8/24;;
Culex;0;3;1;0;4;8/8/24;;
Others;0;0;0;0;0;8/8/24;;
Aedes Albopictus;0;0;0;0;0;8/8/24;;
Aedes Aegypti;0;0;0;0;0;8/8/24;;
Culex;15;22;2;1;40;8/8/24;;
Others;0;0;0;0;0;8/8/24;;
Aedes Albopictus;0;0;0;0;0;9/8/24;;
Aedes Aegypti;0;0;0;0;0;9/8/24;;
Culex;0;1;0;0;1;9/8/24;;
Others;0;0;0;0;0;9/8/24;;
Aedes Albopictus;0;0;0;0;0;9/8/24;;
Aedes Aegypti;0;0;0;0;0;9/8/24;;
Culex;29;56;12;0;97;9/8/24;;
Others;0;0;0;0;0;9/8/24;;
Aedes Albopictus;0;0;0;0;0;9/8/24;;
Aedes Aegypti;0;0;0;0;0;9/8/24;;
Culex;5;18;0;0;23;9/8/24;;
Others;0;0;0;0;0;9/8/24;;
Aedes Albopictus;0;0;0;0;0;9/8/24;;
Aedes Aegypti;0;1;0;0;1;9/8/24;;
Culex;0;1;0;0;1;9/8/24;;
Others;0;0;0;0;0;9/8/24;;
Aedes Albopictus;0;0;0;0;0;9/8/24;;
Aedes Aegypti;0;0;0;0;0;9/8/24;;
Culex;3;16;2;0;21;9/8/24;;
Others;0;0;0;0;0;9/8/24;;
Aedes Albopictus;0;0;0;0;0;21/8/24;;
Aedes Aegypti;0;0;0;0;0;21/8/24;;
Culex;0;0;0;0;0;21/8/24;;
Others;0;0;0;0;0;21/8/24;;
Aedes Albopictus;0;0;0;0;0;21/8/24;;
Aedes Aegypti;0;0;0;0;0;21/8/24;;
Culex;2;0;0;0;2;21/8/24;;
Others;0;0;0;0;0;21/8/24;;
Aedes Albopictus;0;0;0;0;0;21/8/24;;
Aedes Aegypti;0;1;0;1;2;21/8/24;;
Culex;6;1;0;0;7;21/8/24;;
Others;0;0;0;0;0;21/8/24;;
Aedes Albopictus;0;0;0;0;0;21/8/24;;
Aedes Aegypti;0;2;0;1;3;21/8/24;;
Culex;11;16;4;0;31;21/8/24;;
Others;0;0;0;0;0;21/8/24;;
Aedes Albopictus;0;0;0;0;0;21/8/24;;
Aedes Aegypti;1;2;0;0;3;21/8/24;;
Culex;5;7;1;0;13;21/8/24;;
Others;0;0;0;0;0;21/8/24;;
Aedes Albopictus;0;0;0;0;0;22/8/24;;
Aedes Aegypti;0;0;0;0;0;22/8/24;;
Culex;0;0;0;0;0;22/8/24;;
Others;0;0;0;0;0;22/8/24;;
Aedes Albopictus;0;0;0;0;0;22/8/24;;
Aedes Aegypti;0;0;0;0;0;22/8/24;;
Culex;0;0;0;0;0;22/8/24;;
Others;0;0;0;0;0;22/8/24;;
Aedes Albopictus;0;0;0;0;0;22/8/24;;
Aedes Aegypti;0;1;1;0;2;22/8/24;;
Culex;5;3;0;0;8;22/8/24;;
Others;0;0;0;0;0;22/8/24;;
Aedes Albopictus;0;0;0;0;0;22/8/24;;
Aedes Aegypti;0;0;0;0;0;22/8/24;;
Culex;8;11;0;0;19;22/8/24;;
Others;0;0;0;0;0;22/8/24;;
Aedes Albopictus;0;0;0;0;0;22/8/24;;
Aedes Aegypti;0;0;0;0;0;22/8/24;;
Culex;0;1;1;0;2;22/8/24;;
Others;0;0;0;0;0;22/8/24;;
Aedes Albopictus;0;0;0;0;0;11/8/24;;
Aedes Aegypti;8;6;1;0;15;11/8/24;;
Culex;0;0;0;0;0;11/8/24;;
Others;0;0;0;0;0;11/8/24;;
Aedes Albopictus;0;0;0;0;0;11/8/24;;
Aedes Aegypti;0;0;0;0;0;11/8/24;;
Culex;0;0;0;0;0;11/8/24;;
Others;0;0;0;0;0;11/8/24;;
Aedes Albopictus;0;0;0;0;0;11/8/24;;
Aedes Aegypti;0;0;0;0;0;11/8/24;;
Culex;0;0;0;0;0;11/8/24;;
Others;0;0;0;0;0;11/8/24;;
Aedes Albopictus;0;0;0;0;0;11/8/24;;
Aedes Aegypti;2;9;0;3;14;11/8/24;;
Culex;0;0;0;0;0;11/8/24;;
Others;0;0;0;0;0;11/8/24;;
Aedes Albopictus;0;0;0;0;0;11/8/24;;
Aedes Aegypti;0;0;0;0;0;11/8/24;;
Culex;0;0;0;0;0;11/8/24;;
Others;0;0;0;0;0;11/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;9;1;0;10;12/8/24;;
Culex;0;0;0;0;0;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;1;0;0;1;12/8/24;;
Aedes Aegypti;0;0;0;0;0;12/8/24;;
Culex;2;0;0;0;2;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;0;0;0;0;12/8/24;;
Culex;4;1;0;0;5;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;19;0;0;19;12/8/24;;
Culex;3;0;0;0;3;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;4;0;0;4;12/8/24;;
Culex;3;2;0;0;5;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;0;0;0;0;12/8/24;;
Culex;0;0;0;0;0;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;3;0;0;3;12/8/24;;
Culex;21;37;6;0;64;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;0;0;0;0;12/8/24;;
Culex;3;1;0;0;4;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;3;12;0;0;15;12/8/24;;
Culex;6;5;0;0;11;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;12/8/24;;
Aedes Aegypti;0;4;0;0;4;12/8/24;;
Culex;6;2;0;0;8;12/8/24;;
Others;0;0;0;0;0;12/8/24;;
Aedes Albopictus;0;0;0;0;0;13/8/24;;
Aedes Aegypti;0;0;0;0;0;13/8/24;;
Culex;0;0;0;0;0;13/8/24;;
Others;0;0;0;0;0;13/8/24;;
Aedes Albopictus;0;0;0;0;0;13/8/24;;
Aedes Aegypti;0;0;0;0;0;13/8/24;;
Culex;6;3;3;0;12;13/8/24;;
Others;0;0;0;0;0;13/8/24;;
Aedes Albopictus;0;0;0;0;0;13/8/24;;
Aedes Aegypti;0;0;0;0;0;13/8/24;;
Culex;17;8;2;0;27;13/8/24;;
Others;0;0;0;0;0;13/8/24;;
Aedes Albopictus;0;0;0;0;0;13/8/24;;
Aedes Aegypti;0;11;0;0;11;13/8/24;;
Culex;5;5;1;0;11;13/8/24;;
Others;0;0;0;0;0;13/8/24;;
Aedes Albopictus;0;0;0;0;0;13/8/24;;
Aedes Aegypti;0;6;0;0;6;13/8/24;;
