mosquito_species;male;fem_unfed;fem_fed;fem_gravid;total;collection_date;remarks;source
Aedes Aegypti;0;0;0;0;0;27/10/24;;
Culex;2;8;0;0;10;27/10/24;;
Others;0;0;0;0;0;27/10/24;;
Aedes Albopictus;0;0;0;0;0;27/10/24;;
Aedes Aegypti;0;0;0;0;0;27/10/24;;
Culex;2;2;0;0;4;27/10/24;;
Others;0;0;0;0;0;27/10/24;;
Aedes Albopictus;0;1;0;0;1;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;4;11;3;0;18;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;1;1;0;2;28/10/24;;
Culex;1;2;0;0;3;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;1;2;0;0;3;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;4;0;0;4;28/10/24;;
Culex;1;6;1;0;8;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;0;2;0;0;2;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;2;4;0;0;6;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;2;0;0;0;2;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;27;29;0;0;56;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;7;40;0;0;47;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;4;8;3;0;15;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;0;0;0;0;0;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;30/10/24;;
Aedes Aegypti;0;0;0;0;0;30/10/24;;
Culex;1;8;0;0;9;30/10/24;;
Others;0;0;0;0;0;30/10/24;;
Aedes Albopictus;0;0;0;0;0;30/10/24;;
Aedes Aegypti;0;0;0;0;0;30/10/24;;
Culex;17;16;3;0;36;30/10/24;;
Others;0;0;0;0;0;30/10/24;;
Aedes Albopictus;0;0;0;0;0;30/10/24;;
Aedes Aegypti;0;0;0;0;0;30/10/24;;
Culex;15;61;0;0;76;30/10/24;;
Others;0;0;0;0;0;30/10/24;;
Aedes Albopictus;0;0;0;0;0;30/10/24;;
Aedes Aegypti;0;0;0;0;0;30/10/24;;
Culex;6;14;2;0;22;30/10/24;;
Others;0;0;0;0;0;30/10/24;;
Aedes Albopictus;0;0;0;0;0;30/10/24;;
Aedes Aegypti;0;0;0;0;0;30/10/24;;
Culex;0;2;0;0;2;30/10/24;;
Others;0;0;0;0;0;30/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;2;0;0;2;28/10/24;;
Culex;0;14;0;0;14;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;1;0;0;1;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;7;39;4;2;52;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;0;4;0;0;4;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;2;0;0;0;2;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;28/10/24;;
Aedes Aegypti;0;0;0;0;0;28/10/24;;
Culex;0;0;0;0;0;28/10/24;;
Others;0;0;0;0;0;28/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;6;11;0;0;17;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;28;12;0;0;40;29/10/24;;
Others,Armigeres;0;2;0;0;2;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;0;1;0;0;1;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;0;1;0;0;1;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;29/10/24;;
Aedes Aegypti;0;0;0;0;0;29/10/24;;
Culex;3;7;0;0;10;29/10/24;;
Others;0;0;0;0;0;29/10/24;;
Aedes Albopictus;0;0;0;0;0;8/10/24;;
Aedes Aegypti;2;1;0;0;3;8/10/24;;
Culex;7;0;0;0;7;8/10/24;;
Others;0;0;0;0;0;8/10/24;;
Aedes Albopictus;0;0;0;0;0;8/10/24;;
Aedes Aegypti;0;0;0;0;0;8/10/24;;
Culex;8;3;0;0;11;8/10/24;;
Others;0;0;0;0;0;8/10/24;;
Aedes Albopictus;0;0;0;0;0;8/10/24;;
Aedes Aegypti;0;0;0;0;0;8/10/24;;
Culex;0;0;0;0;0;8/10/24;;
Others;0;0;0;0;0;8/10/24;;
Aedes Albopictus;0;1;0;0;1;8/10/24;;
Aedes Aegypti;11;10;2;0;23;8/10/24;;
Culex;0;4;0;0;4;8/10/24;;
Others;0;0;0;0;0;8/10/24;;
Aedes Albopictus;0;0;0;0;0;8/10/24;;
Aedes Aegypti;0;0;0;0;0;8/10/24;;
Culex;2;5;0;0;7;8/10/24;;
Others;0;0;0;0;0;8/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;1;1;0;0;2;9/10/24;;
Culex;0;3;0;0;3;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;2;0;0;2;9/10/24;;
Culex;3;3;1;0;7;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;1;0;0;1;9/10/24;;
Culex;0;2;0;0;2;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;2;0;0;2;9/10/24;;
Aedes Aegypti;7;2;0;0;9;9/10/24;;
Culex;0;3;0;0;3;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;4;0;0;4;9/10/24;;
Culex;3;0;0;0;3;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;21/10/24;;
Aedes Aegypti;3;4;0;0;7;21/10/24;;
Culex;0;0;0;0;0;21/10/24;;
Others;0;0;0;0;0;21/10/24;;
Aedes Albopictus;0;0;0;0;0;21/10/24;;
Aedes Aegypti;0;0;0;0;0;21/10/24;;
Culex;0;0;0;0;0;21/10/24;;
Others;0;0;0;0;0;21/10/24;;
Aedes Albopictus;0;0;0;0;0;21/10/24;;
Aedes Aegypti;0;0;0;0;0;21/10/24;;
Culex;0;1;0;0;1;21/10/24;;
Others;0;0;0;0;0;21/10/24;;
Aedes Albopictus;0;0;0;0;0;21/10/24;;
Aedes Aegypti;0;1;0;0;1;21/10/24;;
Culex;2;1;1;0;4;21/10/24;;
Others;0;0;0;0;0;21/10/24;;
Aedes Albopictus;0;0;0;0;0;21/10/24;;
Aedes Aegypti;0;0;0;0;0;21/10/24;;
Culex;6;4;0;0;10;21/10/24;;
Others;0;0;0;0;0;21/10/24;;
Aedes Albopictus;0;0;0;0;0;22/10/24;;
Aedes Aegypti;0;3;0;0;3;22/10/24;;
Culex;0;1;0;0;1;22/10/24;;
Others;0;0;0;0;0;22/10/24;;
Aedes Albopictus;0;0;0;0;0;22/10/24;;
Aedes Aegypti;0;1;0;0;1;22/10/24;;
Culex;1;1;1;0;3;22/10/24;;
Others;0;0;0;0;0;22/10/24;;
Aedes Albopictus;0;0;0;0;0;22/10/24;;
Aedes Aegypti;0;2;0;0;2;22/10/24;;
Culex;0;0;0;0;0;22/10/24;;
Others;0;0;0;0;0;22/10/24;;
Aedes Albopictus;0;0;0;0;0;22/10/24;;
Aedes Aegypti;0;0;0;0;0;22/10/24;;
Culex;1;1;0;1;3;22/10/24;;
Others;0;0;0;0;0;22/10/24;;
Aedes Albopictus;0;0;0;0;0;22/10/24;;
Aedes Aegypti;1;0;0;0;1;22/10/24;;
Culex;0;0;0;0;0;22/10/24;;
Others;0;0;0;0;0;22/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;0;1;0;1;9/10/24;;
Culex;2;0;0;0;2;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;0;0;0;0;9/10/24;;
Culex;2;0;0;0;2;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;0;0;0;0;9/10/24;;
Culex;4;6;0;0;10;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;0;0;0;0;9/10/24;;
Culex;0;0;0;0;0;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;9/10/24;;
Aedes Aegypti;0;0;0;0;0;9/10/24;;
Culex;3;6;0;0;9;9/10/24;;
Others;0;0;0;0;0;9/10/24;;
Aedes Albopictus;0;0;0;0;0;10/10/24;;
Aedes Aegypti;0;0;0;0;0;10/10/24;;
Culex;8;2;0;0;10;10/10/24;;
Others;0;0;0;0;0;10/10/24;;
Aedes Albopictus;0;0;0;0;0;10/10/24;;
Aedes Aegypti;0;0;0;0;0;10/10/24;;
Culex;0;0;0;0;0;10/10/24;;
Others;0;0;0;0;0;10/10/24;;
Aedes Albopictus;0;0;0;0;0;10/10/24;;
Aedes Aegypti;0;1;0;0;1;10/10/24;;
Culex;2;0;0;0;2;10/10/24;;
Others;0;0;0;0;0;10/10/24;;
Aedes Albopictus;0;0;0;0;0;10/10/24;;
Aedes Aegypti;0;0;0;0;0;10/10/24;;
Culex;3;0;0;0;3;10/10/24;;
Others;0;0;0;0;0;10/10/24;;
Aedes Albopictus;0;0;0;0;0;10/10/24;;
Aedes Aegypti;1;0;0;2;3;10/10/24;;
Culex;0;0;0;0;0;10/10/24;;
Others;0;0;0;0;0;10/10/24;;
Aedes Albopictus;0;0;0;0;0;16/10/24;;
Aedes Aegypti;0;0;0;0;0;16/10/24;;
Culex;0;0;0;0;0;16/10/24;;
Others;0;0;0;0;0;16/10/24;;
Aedes Albopictus;0;0;0;0;0;16/10/24;;
Aedes Aegypti;0;0;0;0;0;16/10/24;;
Culex;13;1;0;0;14;16/10/24;;
Others;0;0;0;0;0;16/10/24;;
Aedes Albopictus;0;0;0;0;0;16/10/24;;
Aedes Aegypti;0;1;0;0;1;16/10/24;;
Culex;0;0;0;0;0;16/10/24;;
Others;0;0;0;0;0;16/10/24;;
Aedes Albopictus;0;0;0;0;0;16/10/24;;
Aedes Aegypti;0;0;0;0;0;16/10/24;;
Culex;2;1;0;0;3;16/10/24;;
Others;0;0;0;0;0;16/10/24;;
Aedes Albopictus;0;0;0;0;0;16/10/24;;
Aedes Aegypti;0;0;1;0;1;16/10/24;;
Culex;0;0;1;0;1;16/10/24;;
Others;0;0;0;0;0;16/10/24;;
Aedes Albopictus;0;0;0;0;0;17/10/24;;
Aedes Aegypti;0;0;0;0;0;17/10/24;;
Culex;1;0;2;0;3;17/10/24;;
Others;0;0;0;0;0;17/10/24;;
Aedes Albopictus;0;0;0;0;0;17/10/24;;
Aedes Aegypti;1;1;0;0;2;17/10/24;;
Culex;8;6;0;0;14;17/10/24;;
Others;0;0;0;0;0;17/10/24;;
Aedes Albopictus;0;0;0;0;0;17/10/24;;
Aedes Aegypti;0;0;0;0;0;17/10/24;;
Culex;1;1;0;0;2;17/10/24;;
Others;0;0;0;0;0;17/10/24;;
Aedes Albopictus;0;0;0;0;0;17/10/24;;
Aedes Aegypti;0;0;0;0;0;17/10/24;;
Culex;4;2;3;1;10;17/10/24;;
Others;0;0;0;0;0;17/10/24;;
Aedes Albopictus;0;0;0;0;0;17/10/24;;
Aedes Aegypti;0;1;0;0;1;17/10/24;;
Culex;2;0;0;0;2;17/10/24;;
Others;0;0;0;0;0;17/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;16;26;2;0;44;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;0;0;0;0;0;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;0;0;0;0;0;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;0;2;0;0;2;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;107;280;30;4;411;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;24/10/24;;
Aedes Aegypti;0;0;0;0;0;24/10/24;;
Culex;25;30;1;0;56;24/10/24;;
Others;0;0;0;0;0;24/10/24;;
Aedes Albopictus;0;0;0;0;0;24/10/24;;
Aedes Aegypti;0;0;0;0;0;24/10/24;;
Culex;0;0;1;0;0;24/10/24;;
Others;0;0;0;0;0;24/10/24;;
Aedes Albopictus;0;0;0;0;0;24/10/24;;
Aedes Aegypti;0;0;0;0;0;24/10/24;;
Culex;0;0;0;0;0;24/10/24;;
Others;0;0;0;0;0;24/10/24;;
Aedes Albopictus;0;0;0;0;0;24/10/24;;
Aedes Aegypti;0;0;0;0;0;24/10/24;;
Culex;0;3;0;0;3;24/10/24;;
Others;0;0;0;0;0;24/10/24;;
Aedes Albopictus;0;0;0;0;0;24/10/24;;
Aedes Aegypti;0;1;0;0;1;24/10/24;;
Culex;201;306;16;9;532;24/10/24;;
Others;0;0;0;0;0;24/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;1;0;0;1;23/10/24;;
Culex;29;36;0;0;65;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;4;2;0;0;6;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;49;19;6;0;74;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;1;1;0;0;2;23/10/24;;
Culex;7;6;0;0;13;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;56;31;2;0;89;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;35;45;6;0;86;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;11;0;1;1;13;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;1;0;0;1;23/10/24;;
Culex;38;56;4;0;98;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;11;9;3;2;25;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;23/10/24;;
Aedes Aegypti;0;0;0;0;0;23/10/24;;
Culex;44;43;6;4;97;23/10/24;;
Others;0;0;0;0;0;23/10/24;;
Aedes Albopictus;0;0;0;0;0;25/10/24;;
Aedes Aegypti;0;0;0;0;0;25/10/24;;
Culex;26;8;4;3;41;25/10/24;;
Others;0;0;0;0;0;25/10/24;;
Aedes Albopictus;0;0;0;0;0;25/10/24;;
Aedes Aegypti;0;0;0;0;0;25/10/24;;
Culex;16;2;0;0;18;25/10/24;;
Others;0;0;0;0;0;25/10/24;;
Aedes Albopictus;0;0;0;0;0;25/10/24;;
Aedes Aegypti;0;0;0;0;0;25/10/24;;
Culex;2;2;0;0;4;25/10/24;;
Others,Armigeres;0;1;0;0;1;25/10/24;;
Aedes Albopictus;0;0;0;0;0;25/10/24;;
Aedes Aegypti;0;0;0;0;0;25/10/24;;
Culex;1;3;0;0;4;25/10/24;;
Others;0;0;0;0;0;25/10/24;;
Aedes Albopictus;0;0;0;0;0;25/10/24;;
Aedes Aegypti;0;0;0;0;0;25/10/24;;
Culex;2;9;3;2;16;25/10/24;;
Others,Armigeres;0;1;0;0;1;25/10/24;;
Aedes Albopictus;0;0;0;0;0;26/10/24;;
Aedes Aegypti;0;0;0;0;0;26/10/24;;
Culex;38;11;6;3;58;26/10/24;;
Others;0;0;0;0;0;26/10/24;;
Aedes Albopictus;0;0;0;0;0;26/10/24;;
Aedes Aegypti;0;0;0;0;0;26/10/24;;
Culex;18;4;0;0;22;26/10/24;;
Others,Armigeres;0;1;0;0;1;26/10/24;;
Aedes Albopictus;0;0;0;0;0;26/10/24;;
Aedes Aegypti;0;0;0;0;0;26/10/24;;
Culex;6;5;2;0;13;26/10/24;;
Others;0;0;0;0;0;26/10/24;;
Aedes Albopictus;0;0;0;0;0;26/10/24;;
Aedes Aegypti;0;0;0;0;0;26/10/24;;
Culex;0;0;4;2;6;26/10/24;;
Others;0;0;0;0;0;26/10/24;;
Aedes Albopictus;0;0;0;0;0;26/10/24;;
Aedes Aegypti;0;0;0;0;0;26/10/24;;
Culex;0;0;0;0;0;26/10/24;;
Others;0;0;0;0;0;26/10/24;;
Aedes Albopictus;0;0;0;0;0;2/10/24;;
Aedes Aegypti;0;0;0;0;0;2/10/24;;
Culex;21;81;3;0;105;2/10/24;;
Others;0;0;0;0;0;2/10/24;;
Aedes Albopictus;0;0;0;0;0;2/10/24;;
Aedes Aegypti;0;0;0;0;0;2/10/24;;
Culex;6;6;1;0;13;2/10/24;;
Others;0;0;0;0;0;2/10/24;;
Aedes Albopictus;0;0;0;0;0;2/10/24;;
Aedes Aegypti;0;0;0;0;0;2/10/24;;
Culex;11;9;0;0;20;2/10/24;;
Others;0;0;0;0;0;2/10/24;;
Aedes Albopictus;0;0;0;0;0;2/10/24;;
Aedes Aegypti;0;0;0;0;0;2/10/24;;
Culex;0;0;2;1;3;2/10/24;;
Others;0;0;0;0;0;2/10/24;;
Aedes Albopictus;0;0;0;0;0;2/10/24;;
Aedes Aegypti;0;0;0;0;0;2/10/24;;
Culex;4;0;0;0;4;2/10/24;;
Others;0;0;0;0;0;2/10/24;;
Aedes Albopictus;0;0;0;0;0;3/10/24;;
Aedes Aegypti;0;0;0;0;0;3/10/24;;
Culex;31;62;6;0;99;3/10/24;;
Others;0;0;0;0;0;3/10/24;;
Aedes Albopictus;0;0;0;0;0;3/10/24;;
Aedes Aegypti;0;0;0;0;0;3/10/24;;
Culex;3;6;0;0;9;3/10/24;;
Others;0;0;0;0;0;3/10/24;;
Aedes Albopictus;0;0;0;0;0;3/10/24;;
Aedes Aegypti;0;0;0;0;0;3/10/24;;
Culex;2;1;0;0;3;3/10/24;;
Others;0;0;0;0;0;3/10/24;;
Aedes Albopictus;0;0;0;0;0;3/10/24;;
Aedes Aegypti;0;0;0;0;0;3/10/24;;
Culex;0;7;0;0;7;3/10/24;;
Others;0;0;0;0;0;3/10/24;;
Aedes Albopictus;0;0;0;0;0;3/10/24;;
Aedes Aegypti;0;0;0;0;0;3/10/24;;
Culex;2;2;0;0;4;3/10/24;;
Others;0;0;0;0;0;3/10/24;;
Aedes Albopictus;0;0;0;0;0;17/11/24;;
Aedes Aegypti;0;1;0;1;2;17/11/24;;
Culex;0;0;0;0;0;17/11/24;;
Others;0;0;0;0;0;17/11/24;;
Aedes Albopictus;0;0;0;0;0;17/11/24;;
Aedes Aegypti;0;0;0;0;0;17/11/24;;
Culex;0;0;0;0;0;17/11/24;;
Others;0;0;0;0;0;17/11/24;;
Aedes Albopictus;0;0;0;0;0;17/11/24;;
Aedes Aegypti;0;0;;;0;17/11/24;;
Culex;0;0;0;0;0;17/11/24;;
Others;0;0;0;0;0;17/11/24;;
Aedes Albopictus;0;0;0;0;0;17/11/24;;
Aedes Aegypti;0;1;0;1;2;17/11/24;;
Culex;0;0;0;0;0;17/11/24;;
Others;0;0;0;0;0;17/11/24;;
Aedes Albopictus;0;0;0;0;0;17/11/24;;
Aedes Aegypti;0;0;0;0;0;17/11/24;;
Culex;3;4;2;0;9;17/11/24;;
Others;0;0;0;0;0;17/11/24;;
Aedes Albopictus;0;0;0;0;0;18/11/24;;
Aedes Aegypti;0;0;0;0;0;18/11/24;;
Culex;2;0;1;0;3;18/11/24;;
Others;0;0;0;0;0;18/11/24;;
Aedes Albopictus;0;0;0;0;0;18/11/24;;
Aedes Aegypti;0;1;0;0;1;18/11/24;;
Culex;0;0;0;0;0;18/11/24;;
Others;0;0;0;0;0;18/11/24;;
Aedes Albopictus;0;0;0;0;0;18/11/24;;
Aedes Aegypti;0;0;0;0;0;18/11/24;;
Culex;0;0;0;0;0;18/11/24;;
Others;0;0;0;0;0;18/11/24;;
Aedes Albopictus;0;0;0;0;0;18/11/24;;
Aedes Aegypti;1;0;0;0;1;18/11/24;;
Culex;0;3;0;0;3;18/11/24;;
Others;0;0;0;0;0;18/11/24;;
Aedes Albopictus;0;0;0;0;0;18/11/24;;
Aedes Aegypti;1;1;0;1;3;18/11/24;;
Culex;0;3;1;0;4;18/11/24;;
Others;0;0;0;0;0;18/11/24;;
Aedes Albopictus;0;0;0;0;0;5/11/24;;
Aedes Aegypti;0;0;0;0;0;5/11/24;;
Culex;0;0;0;0;0;5/11/24;;
Others;0;0;0;0;0;5/11/24;;
Aedes Albopictus;0;0;0;0;0;5/11/24;;
Aedes Aegypti;0;0;0;0;0;5/11/24;;
Culex;6;2;1;0;9;5/11/24;;
Others;0;0;0;0;0;5/11/24;;
Aedes Albopictus;0;0;0;0;0;5/11/24;;
Aedes Aegypti;0;0;0;0;0;5/11/24;;
Culex;102;78;4;3;187;5/11/24;;
Others;0;0;0;0;0;5/11/24;;
Aedes Albopictus;0;0;0;0;0;5/11/24;;
Aedes Aegypti;0;0;0;0;0;5/11/24;;
Culex;0;0;0;0;0;5/11/24;;
Others;0;0;0;0;0;5/11/24;;
Aedes Albopictus;0;0;0;0;0;5/11/24;;
Aedes Aegypti;0;0;0;0;0;5/11/24;;
Culex;0;0;0;0;0;5/11/24;;
Others;0;0;0;0;0;5/11/24;;
Aedes Albopictus;0;0;0;0;0;6/11/24;;
Aedes Aegypti;0;0;0;0;0;6/11/24;;
Culex;3;0;0;0;3;6/11/24;;
Others;0;0;0;0;0;6/11/24;;
Aedes Albopictus;0;0;0;0;0;6/11/24;;
Aedes Aegypti;0;0;0;0;0;6/11/24;;
Culex;9;2;0;0;11;6/11/24;;
Others;0;0;0;0;0;6/11/24;;
Aedes Albopictus;0;0;0;0;0;6/11/24;;
Aedes Aegypti;0;0;0;0;0;6/11/24;;
Culex;0;2;0;0;2;6/11/24;;
Others;0;0;0;0;0;6/11/24;;
Aedes Albopictus;0;0;0;0;0;6/11/24;;
Aedes Aegypti;0;0;0;0;0;6/11/24;;
Culex;0;0;0;0;0;6/11/24;;
Others;0;0;0;0;0;6/11/24;;
Aedes Albopictus;0;0;0;0;0;6/11/24;;
Aedes Aegypti;0;0;0;0;0;6/11/24;;
Culex;0;0;0;0;0;6/11/24;;
Others;0;0;0;0;0;6/11/24;;
Aedes Albopictus;0;0;0;0;0;15/11/24;;
Aedes Aegypti;0;0;0;0;0;15/11/24;;
Culex;2;1;0;0;3;15/11/24;;
Others;0;0;0;0;0;15/11/24;;
Aedes Albopictus;0;0;0;0;0;15/11/24;;
Aedes Aegypti;0;0;0;0;0;15/11/24;;
Culex;8;39;3;0;50;15/11/24;;
Others;0;0;0;0;0;15/11/24;;
Aedes Albopictus;0;0;0;0;0;15/11/24;;
Aedes Aegypti;0;0;0;0;0;15/11/24;;
Culex;35;81;7;0;123;15/11/24;;
Others;0;0;0;0;0;15/11/24;;
Aedes Albopictus;0;0;0;0;0;15/11/24;;
Aedes Aegypti;0;0;0;0;0;15/11/24;;
Culex;0;0;0;0;0;15/11/24;;
Others;0;0;0;0;0;15/11/24;;
Aedes Albopictus;0;0;0;0;0;15/11/24;;
Aedes Aegypti;0;0;0;0;0;15/11/24;;
Culex;7;3;0;0;10;15/11/24;;
Others;0;0;0;0;0;15/11/24;;
Aedes Albopictus;0;0;0;0;0;16/11/24;;
Aedes Aegypti;0;0;0;0;0;16/11/24;;
Culex;0;0;2;0;2;16/11/24;;
Others;0;0;0;0;0;16/11/24;;
Aedes Albopictus;0;0;0;0;0;16/11/24;;
Aedes Aegypti;0;0;0;0;0;16/11/24;;
Culex;16;48;3;2;69;16/11/24;;
Others;0;0;0;0;0;16/11/24;;
Aedes Albopictus;0;0;0;0;0;16/11/24;;
Aedes Aegypti;0;0;0;0;0;16/11/24;;
Culex;31;103;3;0;137;16/11/24;;
Others;0;0;0;0;0;16/11/24;;
Aedes Albopictus;0;0;0;0;0;16/11/24;;
Aedes Aegypti;0;0;0;0;0;16/11/24;;
Culex;0;0;0;0;0;16/11/24;;
Others;0;0;0;0;0;16/11/24;;
Aedes Albopictus;0;0;0;0;0;16/11/24;;
Aedes Aegypti;0;0;0;0;0;16/11/24;;
Culex;18;8;1;0;27;16/11/24;;
Others;0;0;0;0;0;16/11/24;;
Aedes Albopictus;0;0;0;0;0;8/11/24;;
Aedes Aegypti;0;0;0;0;0;8/11/24;;
Culex;4;0;0;0;4;8/11/24;;
Others;0;0;0;0;0;8/11/24;;
Aedes Albopictus;0;0;0;0;0;8/11/24;;
Aedes Aegypti;0;2;0;0;2;8/11/24;;
Culex;0;0;0;0;0;8/11/24;;
Others;0;0;0;0;0;8/11/24;;
Aedes Albopictus;0;0;0;0;0;8/11/24;;
Aedes Aegypti;0;0;0;0;0;8/11/24;;
Culex;7;0;2;0;9;8/11/24;;
Others;0;0;0;0;0;8/11/24;;
Aedes Albopictus;0;0;0;0;0;8/11/24;;
Aedes Aegypti;0;0;0;0;0;8/11/24;;
Culex;12;15;0;0;27;8/11/24;;
Others;0;0;0;0;0;8/11/24;;
